repair_key,repair_item,review_bucket,decision,target_category,canonical_defect,severity_hint,cost_model,notes
paint peel on roof,paint peel on roof.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
paint peeling passenger side mirror,paint peeling passenger side mirror.,Hard-avoid skipped,Add dictionary rule,cosmetic,paint_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
paint peeling rear bumper abs light on airbag light on traction control light on other warning light on carpet worn in places,paint peeling rear bumper abs light on airbag light on traction control light on other warning light on carpet worn in places.,Hard-avoid skipped,Add dictionary rule,mechanical,airbag_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
paint peeling rhf door,paint peeling rhf door.,Hard-avoid skipped,Add dictionary rule,cosmetic,paint_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
paint peeling sun damage,paint peeling sun damage.,Hard-avoid skipped,Add dictionary rule,cosmetic,paint_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
paint peeling wing mirrors,paint peeling wing mirrors.,Hard-avoid skipped,Add dictionary rule,cosmetic,paint_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
passenger rear beside door,passenger rear beside door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
passenger seat requires attention,passenger seat requires attention.,Hard-avoid skipped,Add dictionary rule,interior,seat_issue,low,fixed_replacement,bulk high-confidence review 2026-06-26 pass 2
passenger side,passenger side.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
passenger side cant rail,passenger side cant rail.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
passenger side door and rear quarter panel,passenger side door and rear quarter panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
passenger side of tub,passenger side of tub.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
passenger side rear door,passenger side rear door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
passenger side sill skirt,passenger side sill skirt.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
passenger window does not operate from drivers side buttons but does from pasenger side,passenger window does not operate from drivers side buttons but does from pasenger side.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
please refer to your relevant state based authority to determine whether this vehicle will require inspection or will be able to be registered based on the recorded wovr status wa,Please refer to your relevant state-based authority to determine whether this vehicle will require inspection or will be able to be registered based on the recorded WOVR status: WA.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bar clear peel,rear bar clear peel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bumper disjointed,rear bumper disjointed.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bumper miss alignment,rear bumper miss alignment.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear bumper scratched cracked bumper,rear bumper scratched cracked bumper.,Hard-avoid skipped,Add dictionary rule,replacement,bumper_damage,medium,fixed_replacement,bulk high-confidence review 2026-06-26 pass 2
rear left window does not work,rear left window does not work.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear passenger bumper impact damage,rear passenger bumper impact damage.,Hard-avoid skipped,Add dictionary rule,cosmetic,generic_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
rear seat wear,rear seat wear.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rear tint bubbling,rear tint bubbling.,Hard-avoid skipped,Add dictionary rule,glass,window_tint_damage,medium,glass,bulk high-confidence review 2026-06-26 pass 2
rear tyres on wires,rear tyres on wires.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
recommend inspection by qualified third party carpet worn in places,recommend inspection by qualified third party carpet worn in places.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rh fender,rh fender.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhf indicator damged,rhf indicator damged.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhr windows,rhr windows.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rhs and rear of vehicle,rhs and rear of vehicle.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
roof lining saging,roof lining saging.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rrecommend inspection by qualified third party,rrecommend inspection by qualified third party.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
rust on bonnet,rust on bonnet.,Hard-avoid skipped,Add dictionary rule,cosmetic,corrosion_damage,high,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
scratch around vehicle,scratch around vehicle.,Hard-avoid skipped,Add dictionary rule,cosmetic,cosmetic_surface_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
scratches and dents evident to driver side rear quarter panel,scratches and dents evident to driver side rear quarter panel.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
scratches and dents visible around vehiclerear bumper and front bumper scuffed,scratches and dents visible around vehiclerear bumper and front bumper scuffed.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
scratches and dents visible around vehiclescuff on rear bumper,scratches and dents visible around vehiclescuff on rear bumper.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
scratches on drivers side,scratches on drivers side.,Hard-avoid skipped,Add dictionary rule,cosmetic,cosmetic_surface_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
seat torn driver seat wear and tear,seat torn driver seat wear and tear.,Hard-avoid skipped,Add dictionary rule,interior,seat_damage,medium,fixed_replacement,bulk high-confidence review 2026-06-26 pass 2
seat torn front driver seat,seat torn front driver seat.,Hard-avoid skipped,Add dictionary rule,interior,seat_damage,medium,fixed_replacement,bulk high-confidence review 2026-06-26 pass 2
seat torn rhf windscreen chipped or cracked,seat torn rhf windscreen chipped or cracked.,Hard-avoid skipped,Add dictionary rule,glass,cosmetic_surface_damage,medium,glass,bulk high-confidence review 2026-06-26 pass 2
seats upholstery poor,seats & upholstery: poor.,Hard-avoid skipped,Add dictionary rule,interior,seat_issue,low,fixed_replacement,bulk high-confidence review 2026-06-26 pass 2
sliding door,sliding door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
small dents or marks around vehicle,small dents or marks around vehicle.,Hard-avoid skipped,Add dictionary rule,cosmetic,cosmetic_surface_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
sun damage to headlights,sun damage to headlights.,Hard-avoid skipped,Add dictionary rule,cosmetic,generic_damage,low,cosmetic_panel,bulk high-confidence review 2026-06-26 pass 2
suspension requires attention damaged right taillight door mirror broken drivers side dents or marks on body consistent with age and kilometres,suspension requires attention damaged right taillight door mirror broken drivers side dents or marks on body consistent with age and kilometres.,Hard-avoid skipped,Add dictionary rule,mechanical,suspension_requires_attention,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
tailgate struts need attention,tailgate struts need attention.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
top of door,top of door.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
torn passenger seat,torn passenger seat.,Hard-avoid skipped,Add dictionary rule,interior,seat_issue,low,fixed_replacement,bulk high-confidence review 2026-06-26 pass 2
traction control light and other warning light on,traction control light and other warning light on.,Hard-avoid skipped,Add dictionary rule,mechanical,traction_control_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
traction control light on and needs attention,traction control light on and needs attention.,Hard-avoid skipped,Add dictionary rule,mechanical,traction_control_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
traction control light on dash,traction control light on dash.,Hard-avoid skipped,Add dictionary rule,mechanical,traction_control_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
traction control warning light,traction control warning light.,Hard-avoid skipped,Add dictionary rule,mechanical,traction_control_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
transmission gearbox requires attention,Transmission / Gearbox requires attention.,Hard-avoid skipped,Add dictionary rule,mechanical,transmission_requires_attention,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
transmission requires attention strongly recommend inspection by qualified third party tow required for collection,transmission requires attention strongly recommend inspection by qualified third party - tow required for collection.,Hard-avoid skipped,Ignore as boilerplate,boilerplate,boilerplate_inspection_recommendation,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
unable to access rear,unable to access rear.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
upper edges of the doors just below the window trim is paint fading,upper edges of the doors just below the window trim is paint fading.,Hard-avoid skipped,Mark context fragment,context_fragment,context_fragment,low,no_cost,bulk high-confidence review 2026-06-26 pass 2
vehicle does not drive,vehicle does not drive.,Hard-avoid skipped,Add dictionary rule,mechanical,tow_or_no_drive_required,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
4x4 warning light showing,4x4 warning light showing.,Hard-avoid skipped,Add dictionary rule,mechanical,other_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
a tilt tray recommended for pickup,a tilt tray recommended for pickup.,Hard-avoid skipped,Add dictionary rule,mechanical,tow_or_no_drive_required,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
abs light,abs light.,Hard-avoid skipped,Add dictionary rule,mechanical,abs_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
airbag light,airbag light.,Hard-avoid skipped,Add dictionary rule,mechanical,airbag_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
airbag light on damaged headlight,airbag light on damaged headlight.,Hard-avoid skipped,Add dictionary rule,mechanical,airbag_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
airbag light on front seat worn drivers dents or marks on body consistent with age and kilometres,airbag light on front seat worn drivers dents or marks on body consistent with age and kilometres.,Hard-avoid skipped,Add dictionary rule,mechanical,airbag_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
airbag light on paint peeling various parts,airbag light on paint peeling various parts.,Hard-avoid skipped,Add dictionary rule,mechanical,airbag_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
airbag warning light intermittently displays,airbag warning light intermittently displays.,Hard-avoid skipped,Add dictionary rule,mechanical,airbag_warning_light,high,hard_avoid,bulk high-confidence review 2026-06-26 pass 2
